**1438709	20170131	1004544.3	3413045.99		0	0		0	14610.61		0	0		0	0	UOB_1	18.5778	92549.786763714786	0	KTAM_1	18.3725	93630.596616012306	0	UOB_2	12.4099	40017.231146954571	0	KTAM_2	11.1567	44456.606244524525	0
1040130	20170131	193244.05	100514.58		474646.98	544837.79		0	1108.69		0	3847.88		0	0	UOB_1	18.5778	5575.795120636204	19349.956058768028	KTAM_1	18.3725	5640.911123959549	19575.928087534228	UOB_2	12.4099	3533.399726838152	12263.75239829599	KTAM_2	11.1567	3925.385428238545	13624.251948591505
1078628	20170131	1095665.93	661834.65		1689098.04	2208607.12		0	14539.68		0	32245.43		0	0	UOB_1	0	0	0	KTAM_1	0	0	0	UOB_2	12.4099	71440.78891743358	158438.145913954018	KTAM_2	11.1567	79366.181663821678	176014.720784674994
1092607	20170131	231816.44	120516.57		753385.57	954987.75		0	1789.98		0	8679.06		0	0	UOB_1	18.5778	4745.848766680146	23011.866289257312	KTAM_1	18.3725	4801.273631732248	23280.60316144305	UOB_2	12.4099	7165.851517023836	34744.727000747943	KTAM_2	11.1567	7960.808699343395	38599.188952411918
1100401	20170131	1323813.7	771334.37		2346347.61	3062012.08		0	6929.58		0	17887.68		0	0	UOB_1	18.5778	43893.313923709395	113305.724221593207	KTAM_1	18.3725	44405.906705793797	114628.925894814928	UOB_2	12.4099	18980.095769243277	48993.683132255862	KTAM_2	11.1567	21085.684739119047	54428.872571598884
1101724	20170131	82391.93	19928.72		849576.03	313807.67		0	192.72		0	2191.22		0	0	UOB_1	18.5778	2758.339897685806	31362.277229875279	KTAM_1	18.3725	2790.553692938094	31728.531382434819	UOB_2	0	0	0	KTAM_2	0	0	0
1115503	20170131	543600.29	226012.82		1527039.61	1358823.89		0	1449.56		0	5435.49		0	0	UOB_1	18.5778	20747.083941728529	77796.562418825886	KTAM_1	18.3725	20989.372730920356	78705.082285399891	UOB_2	0	0	0	KTAM_2	0	0	0
1119617	20170131	1871925.99	993718.08		3295152.32	3874601.47		0	9478		0	23713.35		0	0	UOB_1	18.5778	60035.008491710473	150207.044076021027	KTAM_1	18.3725	60736.106777793535	151961.183413878495	UOB_2	12.4099	25960.350882898117	64950.060973626874	KTAM_2	11.1567	28840.302201027809	72155.395092168604
1120715	20170131	693179.94	383295.19		968827.8	1053036.93		0	5487.74		0	10304.72		0	0	UOB_1	18.5778	14420.393084362384	27095.253724670189	KTAM_1	18.3725	14588.797820054136	27411.676709957742	UOB_2	12.4099	22013.536322505692	41330.617510689262	KTAM_2	11.1567	24455.642331709817	45915.693280466918
1131024	20170131	1310144.1	650128.03		2086392.3	2286755.25		0	6483.56		0	14463.9		0	0	UOB_1	18.5778	41067.353012535382	91617.54953497776	KTAM_1	18.3725	41546.943283842604	92687.472591008759	UOB_2	12.4099	17758.716789697896	39616.374264251569	KTAM_2	11.1567	19728.809349626538	44011.279703037364
1155124	20170131	1196337.5	846693.73		1839195.78	2433765.33		0	7711.29		0	16128.45		0	0	UOB_1	18.5778	38776.028036123467	81097.627712629735	KTAM_1	18.3725	39228.862076865175	82044.698201097451	UOB_2	12.4099	24577.835680140484	51406.643686384182	KTAM_2	11.1567	27304.415603182775	57109.519422693075
1158303	20170131	2140968.45	1244055.43		3059208.28	3296178.63		0	6375.66		0	11970.31		0	0	UOB_1	18.5778	91252.833535516916	171327.318506537269	KTAM_1	18.3725	92318.49793273479	173328.10444325657	UOB_2	0	0	0	KTAM_2	0	0	0
1160336	20170131	21605.1	55.48		21605.1	55.48		7295.31	50.61		7295.31	50.61		0	0	UOB_1	18.5778	701.548462728722	701.549001052302	KTAM_1	18.3725	709.657887038631	709.658431389931	UOB_2	12.4099	118.318044686365	118.317244030943	KTAM_2	11.1567	131.469065862462	131.468175693793
1163224	20170131	591784.3	325183.31		862313.49	980897.39		0	3658.13		0	7353.11		0	0	UOB_1	18.5778	16572.134519451016	33312.639214961058	KTAM_1	18.3725	16765.666894847368	33701.670389539708	UOB_2	12.4099	12285.138053196265	24693.443776489901	KTAM_2	11.1567	13648.011668674161	27432.850275358441
1164704	20170131	1103470.9	252281.32		1801856.66	1390873.34		12360	2554.76		9064	6014.37		0	0	UOB_1	18.5778	36880.795577305056	86312.97970317912	KTAM_1	18.3725	37311.335740075255	87320.83846687122	UOB_2	0	0	0	KTAM_2	0	0	0
1172707	20170131	7877.1	19.35		7877.1	19.35		7877.1	14.94		7877.1	14.94		0	0	UOB_1	18.5778	297.187344179368	297.186805855788	KTAM_1	18.3725	300.588743581852	300.588199230552	UOB_2	12.4099	191.253570450508	191.25437110593	KTAM_2	11.1567	212.553160741258	212.554050909927
1176336	20170131	491490.26	250020.18		927049.53	1060589.06		0	2754.78		0	7384.85		0	0	UOB_1	18.5778	14259.293166194905	38219.949858471492	KTAM_1	18.3725	14425.816269759019	38666.288849858728	UOB_2	12.4099	8640.447465123085	23164.674319534324	KTAM_2	11.1567	9598.990254784548	25734.483070058977
1183926	20170131	639085.85	184554.47		1493799.06	991254.56		5728.8	4166.46		7877.1	12600.56		0	0	UOB_1	18.5778	11168.141700726664	33573.724154702333	KTAM_1	18.3725	11298.528827498813	33965.753436255514	UOB_2	12.4099	16870.956656956256	50707.602379820414	KTAM_2	11.1567	18742.66052062189	56333.063258437963
